y,x1,x2,x3,x4,x5,x6,x7
1,0.610726353,0.91399761,-2.555571276,-0.823081122,-0.1096557,0.80570229,-0.527368362
0,-0.934097632,-0.15430587,7.947500643,-0.068840934,0.44088937,-0.46760094,-1.456628011
1,-1.2536334,-0.66800168,0.468035027,-1.167662326,1.35099398,0.84842031,0.57296737
1,0.291446236,-0.06945206,3.390621802,-0.008309014,-1.31860948,0.98676986,-1.433377705
0,-0.443291873,1.57527921,-6.86737194,0.128855402,0.36438459,0.57562029,-1.055185019
1,0.001105352,4.15049002,2.223003472,-0.145875628,0.23349984,2.02484205,-0.733111877
0,0.074341324,2.05478488,-3.948735481,-0.163910957,1.19395526,-1.96235319,0.210907264
0,-0.589520946,2.4158168,2.759411033,1.763552003,-0.02790997,-1.16492093,-0.998920727
0,-0.568668733,-2.46264684,1.194390466,0.762586512,-0.35729885,-1.37651921,1.077850323
1,-0.135178615,1.96779114,-1.222585738,1.111431081,-1.14681414,0.16767993,-1.198974383
1,1.178086997,0.43984961,3.972775891,-0.923206953,-0.51742048,1.58462908,0.216637035
1,-1.5235668,-2.93450006,-2.103695008,0.164341838,-0.36212377,1.67788895,0.14308703
0,0.593946188,1.04204549,-1.741842913,1.154825187,2.35055433,0.4882967,-1.065750091
1,0.332950371,-0.31750921,-3.003216543,-0.056521425,2.44653138,0.87867326,-0.428623411
0,1.063099837,2.92917462,-2.00453582,-2.129360648,-0.16670328,-0.14487487,-0.656179477
0,-0.304183924,-1.532164,2.83555486,0.344845762,-1.04366744,0.46897176,0.959394327
0,0.37001881,-0.86042351,1.301106449,-1.904955446,-1.97293493,0.37623548,1.556052636
0,0.267098791,-1.85221899,3.015477653,-0.811170153,0.51467163,-0.76104028,-1.040796434
0,-0.542520031,-0.35420792,-1.170355992,1.324004321,-1.09057358,-0.29329493,0.930572409
0,1.207867806,0.80402356,1.129110875,0.615636849,2.28465933,-0.13484126,-0.075445931
0,1.160402616,-1.46349635,0.732494773,1.091668956,-0.88561757,1.39384582,-1.967195349
0,0.70021365,1.66074634,-4.278772027,0.306604862,0.11110643,-1.03698869,-0.755903643
0,1.586833455,-2.41616557,5.335287862,-0.110158762,3.81027668,-2.11433515,0.461149161
1,0.558486426,-2.09596883,0.403342983,-0.924312773,-1.10891,0.76827822,0.145106631
1,-1.276592208,2.88231541,2.296796997,1.592913754,0.30756662,-0.81616062,-2.442311321
0,-0.573265414,-2.03169493,2.865410031,0.045010598,-1.10689447,-0.43610692,0.580318685
0,-1.224612615,0.82394942,-0.151697104,-0.715128401,0.34765365,0.90470503,0.655051998
0,-0.473400636,-0.7621521,-0.917446259,0.8652231,-0.87326454,-0.76308626,-0.304508837
